x,y
5.209806287447081,59.92980692993164
5.209811512422733,59.9298124336113
5.209816741554361,59.92981794167337
5.209816261375224,59.9298246372347
5.209804849151798,59.92982700033864
5.209796350881931,59.92982810145982
5.209785355438235,59.92982511442959
5.209780151220578,59.92981961662607
5.20977495104197,59.92981412314074
5.209766872509947,59.92980989362174
5.209761682850904,59.9298044096279
5.209756497265364,59.92979892985674
5.209748441415316,59.92979471554613
5.209743266270523,59.92978924514058
5.209738095195275,59.92978377902843
5.209730061932321,59.92977957993064
5.209722038493768,59.92977538599148
5.209711166716868,59.92977245958171
5.209706021000955,59.92976701346377
5.209698026884087,59.92976283485234
5.209687195000756,59.92975992422907
5.209681973973885,59.9297558189289
5.209671262567303,59.92975159278746
5.20966047494329,59.92974869741582
5.20964696870676,59.92974574614138
5.209636221168861,59.92974286092295
5.209631134207189,59.92973745751969
5.209623231358453,59.92973332081215
5.209612616127819,59.92972913204829
5.209601925212246,59.92972626811399
5.209596865054293,59.92972088547686
5.20959180878573,59.92971550695185
5.209583953708181,59.92971139603466
5.209578629639136,59.92970997393687
5.209565477233871,59.92970445211034
5.209557654001049,59.92970035621012
5.209549932430746,59.92969495231379
5.209542127964893,59.92969086699476
5.209534332940926,59.92968678671865
5.209521133736017,59.92968392910641
5.209513297189266,59.9296811691799
5.209508303159156,59.92967583958939
5.209503312985541,59.9296705140638
5.209500988756293,59.92966523634426
5.209493344436496,59.92965987562825
5.209488366024793,59.92965456266785
5.209480651148355,59.92965051905162
5.209472859683282,59.92964778515097
5.20946507641635,59.92964505409408
5.209454739872211,59.92964098269199
5.209447146116766,59.92963565285056
5.209439475539172,59.92963163100643
5.209425107465902,59.92962245299795
5.209421243479831,59.92961938226656
5.209417449079757,59.92961530861352
5.209411562774373,59.92961221782453
5.209403590573314,59.92961010965735
5.209395629320916,59.92960800442496
5.209387745958553,59.92960489959813
5.209381890940643,59.92960182243775
5.209378058138667,59.92959877140205
5.209370132636233,59.92959667875437
5.209364296377316,59.92959361089189
5.209358466377195,59.92959054631558
5.209354717672508,59.92958650680483
5.20934682507741,59.929584427016
5.209338875865262,59.92958334774189
5.209328869928303,59.92958324679967
5.209318880301157,59.92958314599427
5.209312691421588,59.92958607250686
5.20930458359156,59.92958798026101
5.209300330173923,59.9295919177634
5.209294157774391,59.9295948365002
5.209286072243367,59.92959673625336
5.209277928767553,59.92959962697141
5.20927567343805,59.92960357716485
5.209271436378026,59.929607502459866
5.209263377834614,59.92960939132709
5.209259352307143,59.92961033489402
5.209243368094709,59.92961807236843
5.20923692050145,59.92962195486445
5.209232545864257,59.92962586218721
5.209228233293137,59.92962877685262
5.2092217991234,59.92963265061621
5.209215430441299,59.92963553123498
5.209209127531245,59.92963741996881
5.209200713062982,59.92964026503415
5.209192429280922,59.92964113044024
5.209184049099653,59.92964298367701
5.209175665593204,59.92964483462789
5.2091692905891,59.92964770006523
5.209160865944458,59.92965053019064
5.2091546359154854,59.92965141890835
5.20914418348982,59.92965420960759
5.209135925664777,59.92965506192422
5.20912353120228,59.92965682893801
5.209117216839507,59.92965967364425
5.209110909615684,59.92966251510134
5.209102575290174,59.92966531857756
5.209096284868631,59.92966815302852
5.209090001617391,59.92967098429498
5.20908176317918,59.9296727975796
5.209077456484539,59.92967663712433
5.209071194640076,59.92967945872439
5.2090629847220304,59.92968126238414
5.209056675346828,59.92968505377229
5.209050437170733,59.92968786528051
5.209042258811982,59.92968965904126
5.209036037073938,59.92969246415557
5.209027880716867,59.92969425205153
5.209019736853444,59.92969603714423
5.209011541377566,59.92969879173406
5.209005354798677,59.92970158361658
5.208997245222986,59.92970335939094
5.208991074943579,59.92970614502936
5.208984911597645,59.92970892754663
5.208978690964856,59.92971267625813
5.208974462137848,59.92971646520013
5.208966334713574,59.9297191929154
5.208960199047619,59.92972196185656
5.208956048186604,59.92972477359984
5.208949923997508,59.92972753680702
5.208945716514586,59.92973131052823
5.208939539490913,59.92973503363358
5.208933369336986,59.9297387527034
5.20892917394705,59.92974251679611
5.20892694881681,59.92974632815513
5.208920727951707,59.92975100161851
5.208916541617647,59.92975475733189
5.208910460662468,59.92975749423598
5.208906217532102,59.92976220771067
5.208904000578341,59.92976600829087
5.208899890557337,59.92976879015678
5.208886130286833,59.92978160578775
5.208877931889613,59.92978354274234
5.208873651889019,59.92978738611058
5.208867361590437,59.92979122945121
5.2088630894899826,59.92979506640014
5.208858820536014,59.92979890048389
5.208854554753845,59.9298027317685
5.208850292049956,59.92980656025354
5.208846094404205,59.92980942935789
5.208839834841337,59.92981325095069
5.208831706241863,59.92981515535138
5.208823466397736,59.92981896592339
5.208815363008156,59.92982086292724
5.208809200781088,59.9298237137491
5.208803045587813,59.92982656130526
5.208794911534083,59.92982940086924
5.20879274047531,59.92983225197229
5.20878647992703,59.92983699327279
5.20878226871713,59.92984078528848
5.208773979652954,59.92984646008654
5.208767864036721,59.9298492856599
5.208763728760579,59.92985211719101
5.208755591577972,59.92985587609686
5.208747466678938,59.92985962927
5.208739416239783,59.92986242924891
5.208735240353926,59.92986619562138
5.208727146167885,59.92986993395719
5.20872304156025,59.92987274721579
5.208718877824814,59.92987650423686
5.208714717103186,59.92988025852672
5.208710559420069,59.92988401013294
5.208704452866866,59.92988774286356
5.208700427076945,59.92988959943145
5.208694269700755,59.92989426947105
5.208690127085465,59.92989800904235
5.20868604970699,59.92990080263263
5.208681913108686,59.92990453712668
5.208675776032838,59.92990919127651
5.2086697079279,59.92991289832565
5.20866370876905,59.92991565974351
5.208655844964403,59.92991745528168
5.208649799374574,59.92992115076075
5.208641894270323,59.92992387923657
5.208635926615573,59.92992662722845
5.208629903366553,59.92993031066865
5.208623949112843,59.92993305196239
5.208619858741521,59.92993675328519
5.208613853278754,59.92994042571029
5.208607854495664,59.92994409405795
5.208601862328721,59.92994775833173
5.208589191105551,59.92995794611725
5.20858507007961,59.9299607694237
5.208578864336331,59.92996546681432
5.208574691002232,59.92996921725124
5.208570460720708,59.92997389723245
5.208568256589709,59.92997763422623
5.208564090963885,59.92998137681627
5.208561829048771,59.92998604226992
5.208557667940132,59.92998977977378
5.208551672439816,59.92999165704862
5.208545623780923,59.9299944625269
5.208539521966468,59.92999819470241
5.208535377759471,59.93000191992292
