"01180: Kommunestyrevalget. Godkjente stemmer, etter region, politisk parti, statistikkvariabel og fireårlig"

"region";"politisk parti";"Godkjente stemmer 2023"
"1848 Steigen";"Barn/Eldre";0
"1848 Steigen";"Bondepartiet (-1959)";0
"1848 Steigen";"Demokratene i Norge";0
"1848 Steigen";"Det Liberale Folkepartiet";0
"1848 Steigen";"Det nye Folkepartiet (1973-1977)";0
"1848 Steigen";"Det Politiske Parti";0
"1848 Steigen";"Ensliges parti";0
"1848 Steigen";"Fedrelandspartiet";0
"1848 Steigen";"Felles framtid";0
"1848 Steigen";"Folkeaksjonen Fremtid for Finnmark";0
"1848 Steigen";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"1848 Steigen";"Folkemakten";0
"1848 Steigen";"Frie Folkevalgte";0
"1848 Steigen";"Frihetspartiet";0
"1848 Steigen";"Fylkeslistene for miljø og solidaritet";0
"1848 Steigen";"Hjelp fremmedkulturelle hjem ellers ...";0
"1848 Steigen";"Hvit Valgallianse";0
"1848 Steigen";"Kristent konservativt parti";0
"1848 Steigen";"Kristent Samlingsparti";0
"1848 Steigen";"Kvinnenes frie folkevalgte";0
"1848 Steigen";"Kystpartiet";0
"1848 Steigen";"Naturlovpartiet";0
"1848 Steigen";"Norges demokratiske parti";0
"1848 Steigen";"Norges Kommunistiske Parti";0
"1848 Steigen";"Norsk Folkeparti";0
"1848 Steigen";"Norsk Sosialdemokratisk parti";0
"1848 Steigen";"Partiet De Kristne";0
"1848 Steigen";"Pensjonistpartiet";0
"1848 Steigen";"Piratpartiet";0
"1848 Steigen";"Rettferdighetspartiet";0
"1848 Steigen";"Rød valgallianse (1973-2007)";0
"1848 Steigen";"Samefolkets liste";0
"1848 Steigen";"Samfunnspartiet";0
"1848 Steigen";"Samlingspartiet (Ny Fremtid)";0
"1848 Steigen";"Sogn og Fjordane fisker- og småbrukerparti";0
"1848 Steigen";"Sosialdemokratene";0
"1848 Steigen";"Sosialistisk Folkeparti (1961-1969)";0
"1848 Steigen";"Sosialistisk Valgforbund (1973)";0
"1848 Steigen";"Stopp Innvandringen";0
"1848 Steigen";"Sykehus til Alta";0
"1848 Steigen";"Tverrpolitisk kyst og distriktsparti";0
"1848 Steigen";"Felleslister";0
"1848 Steigen";"Fellesliste Venstre";0
"1848 Steigen";"Fellesliste Bondepartiet";0
"1848 Steigen";"Fellesliste Kristelig folkeparti";0
"1848 Steigen";"Fellesliste Høyre";0
"1848 Steigen";"Fellesliste Senterpartiet";0
"1848 Steigen";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"1848 Steigen";"Fellesliste Det nye Folkepartiet";0
"1848 Steigen";"Borgerlige felleslister";0
"1848 Steigen";"Lokale lister";0
"1848 Steigen";"Andre lister";0
"1851 Lødingen";"Arbeiderpartiet";482
"1851 Lødingen";"Fremskrittspartiet";162
"1851 Lødingen";"Høyre";257
"1851 Lødingen";"Kristelig Folkeparti";0
"1851 Lødingen";"Miljøpartiet de Grønne";0
"1851 Lødingen";"Rødt";0
"1851 Lødingen";"Senterpartiet";0
"1851 Lødingen";"Sosialistisk Venstreparti";78
"1851 Lødingen";"Venstre";0
"1851 Lødingen";"Abort-motstandernes liste";0
"1851 Lødingen";"Anders Langes parti (1973)";0
"1851 Lødingen";"Barn/Eldre";0
"1851 Lødingen";"Bondepartiet (-1959)";0
"1851 Lødingen";"Demokratene i Norge";0
"1851 Lødingen";"Det Liberale Folkepartiet";0
"1851 Lødingen";"Det nye Folkepartiet (1973-1977)";0
"1851 Lødingen";"Det Politiske Parti";0
"1851 Lødingen";"Ensliges parti";0
"1851 Lødingen";"Fedrelandspartiet";0
"1851 Lødingen";"Felles framtid";0
"1851 Lødingen";"Folkeaksjonen Fremtid for Finnmark";0
"1851 Lødingen";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"1851 Lødingen";"Folkemakten";0
"1851 Lødingen";"Frie Folkevalgte";0
"1851 Lødingen";"Frihetspartiet";0
"1851 Lødingen";"Fylkeslistene for miljø og solidaritet";0
"1851 Lødingen";"Hjelp fremmedkulturelle hjem ellers ...";0
"1851 Lødingen";"Hvit Valgallianse";0
"1851 Lødingen";"Kristent konservativt parti";0
"1851 Lødingen";"Kristent Samlingsparti";0
"1851 Lødingen";"Kvinnenes frie folkevalgte";0
"1851 Lødingen";"Kystpartiet";0
"1851 Lødingen";"Naturlovpartiet";0
"1851 Lødingen";"Norges demokratiske parti";0
"1851 Lødingen";"Norges Kommunistiske Parti";0
"1851 Lødingen";"Norsk Folkeparti";0
"1851 Lødingen";"Norsk Sosialdemokratisk parti";0
"1851 Lødingen";"Partiet De Kristne";0
"1851 Lødingen";"Pensjonistpartiet";0
"1851 Lødingen";"Piratpartiet";0
"1851 Lødingen";"Rettferdighetspartiet";0
"1851 Lødingen";"Rød valgallianse (1973-2007)";0
"1851 Lødingen";"Samefolkets liste";0
"1851 Lødingen";"Samfunnspartiet";0
"1851 Lødingen";"Samlingspartiet (Ny Fremtid)";0
"1851 Lødingen";"Sogn og Fjordane fisker- og småbrukerparti";0
"1851 Lødingen";"Sosialdemokratene";0
"1851 Lødingen";"Sosialistisk Folkeparti (1961-1969)";0
"1851 Lødingen";"Sosialistisk Valgforbund (1973)";0
"1851 Lødingen";"Stopp Innvandringen";0
"1851 Lødingen";"Sykehus til Alta";0
"1851 Lødingen";"Tverrpolitisk kyst og distriktsparti";0
"1851 Lødingen";"Felleslister";131
"1851 Lødingen";"Fellesliste Venstre";0
"1851 Lødingen";"Fellesliste Bondepartiet";0
"1851 Lødingen";"Fellesliste Kristelig folkeparti";0
"1851 Lødingen";"Fellesliste Høyre";0
"1851 Lødingen";"Fellesliste Senterpartiet";0
"1851 Lødingen";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"1851 Lødingen";"Fellesliste Det nye Folkepartiet";0
"1851 Lødingen";"Borgerlige felleslister";0
"1851 Lødingen";"Lokale lister";0
"1851 Lødingen";"Andre lister";0
"1853 Evenes - Evenássi";"Arbeiderpartiet";230
"1853 Evenes - Evenássi";"Fremskrittspartiet";36
"1853 Evenes - Evenássi";"Høyre";131
"1853 Evenes - Evenássi";"Kristelig Folkeparti";0
"1853 Evenes - Evenássi";"Miljøpartiet de Grønne";0
"1853 Evenes - Evenássi";"Rødt";0
"1853 Evenes - Evenássi";"Senterpartiet";107
"1853 Evenes - Evenássi";"Sosialistisk Venstreparti";42
"1853 Evenes - Evenássi";"Venstre";12
"1853 Evenes - Evenássi";"Abort-motstandernes liste";0
"1853 Evenes - Evenássi";"Anders Langes parti (1973)";0
"1853 Evenes - Evenássi";"Barn/Eldre";0
"1853 Evenes - Evenássi";"Bondepartiet (-1959)";0
"1853 Evenes - Evenássi";"Demokratene i Norge";0
"1853 Evenes - Evenássi";"Det Liberale Folkepartiet";0
"1853 Evenes - Evenássi";"Det nye Folkepartiet (1973-1977)";0
"1853 Evenes - Evenássi";"Det Politiske Parti";0
"1853 Evenes - Evenássi";"Ensliges parti";0
"1853 Evenes - Evenássi";"Fedrelandspartiet";0
"1853 Evenes - Evenássi";"Felles framtid";0
"1853 Evenes - Evenássi";"Folkeaksjonen Fremtid for Finnmark";0
"1853 Evenes - Evenássi";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"1853 Evenes - Evenássi";"Folkemakten";0
"1853 Evenes - Evenássi";"Frie Folkevalgte";0
"1853 Evenes - Evenássi";"Frihetspartiet";0
"1853 Evenes - Evenássi";"Fylkeslistene for miljø og solidaritet";0
"1853 Evenes - Evenássi";"Hjelp fremmedkulturelle hjem ellers ...";0
"1853 Evenes - Evenássi";"Hvit Valgallianse";0
"1853 Evenes - Evenássi";"Kristent konservativt parti";0
"1853 Evenes - Evenássi";"Kristent Samlingsparti";0
"1853 Evenes - Evenássi";"Kvinnenes frie folkevalgte";0
"1853 Evenes - Evenássi";"Kystpartiet";0
"1853 Evenes - Evenássi";"Naturlovpartiet";0
"1853 Evenes - Evenássi";"Norges demokratiske parti";0
"1853 Evenes - Evenássi";"Norges Kommunistiske Parti";0
"1853 Evenes - Evenássi";"Norsk Folkeparti";0
"1853 Evenes - Evenássi";"Norsk Sosialdemokratisk parti";0
"1853 Evenes - Evenássi";"Partiet De Kristne";0
"1853 Evenes - Evenássi";"Pensjonistpartiet";0
"1853 Evenes - Evenássi";"Piratpartiet";0
"1853 Evenes - Evenássi";"Rettferdighetspartiet";0
"1853 Evenes - Evenássi";"Rød valgallianse (1973-2007)";0
"1853 Evenes - Evenássi";"Samefolkets liste";0
"1853 Evenes - Evenássi";"Samfunnspartiet";0
"1853 Evenes - Evenássi";"Samlingspartiet (Ny Fremtid)";0
"1853 Evenes - Evenássi";"Sogn og Fjordane fisker- og småbrukerparti";0
"1853 Evenes - Evenássi";"Sosialdemokratene";0
"1853 Evenes - Evenássi";"Sosialistisk Folkeparti (1961-1969)";0
"1853 Evenes - Evenássi";"Sosialistisk Valgforbund (1973)";0
"1853 Evenes - Evenássi";"Stopp Innvandringen";0
"1853 Evenes - Evenássi";"Sykehus til Alta";0
"1853 Evenes - Evenássi";"Tverrpolitisk kyst og distriktsparti";0
"1853 Evenes - Evenássi";"Felleslister";237
"1853 Evenes - Evenássi";"Fellesliste Venstre";0
"1853 Evenes - Evenássi";"Fellesliste Bondepartiet";0
"1853 Evenes - Evenássi";"Fellesliste Kristelig folkeparti";0
"1853 Evenes - Evenássi";"Fellesliste Høyre";0
"1853 Evenes - Evenássi";"Fellesliste Senterpartiet";0
"1853 Evenes - Evenássi";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"1853 Evenes - Evenássi";"Fellesliste Det nye Folkepartiet";0
"1853 Evenes - Evenássi";"Borgerlige felleslister";0
"1853 Evenes - Evenássi";"Lokale lister";0
"1853 Evenes - Evenássi";"Andre lister";0
"1856 Røst";"Arbeiderpartiet";0
"1856 Røst";"Fremskrittspartiet";0
"1856 Røst";"Høyre";0
"1856 Røst";"Kristelig Folkeparti";0
"1856 Røst";"Miljøpartiet de Grønne";0
"1856 Røst";"Rødt";0
"1856 Røst";"Senterpartiet";0
"1856 Røst";"Sosialistisk Venstreparti";0
"1856 Røst";"Venstre";0
"1856 Røst";"Abort-motstandernes liste";0
"1856 Røst";"Anders Langes parti (1973)";0
"1856 Røst";"Barn/Eldre";0
"1856 Røst";"Bondepartiet (-1959)";0
"1856 Røst";"Demokratene i Norge";0
"1856 Røst";"Det Liberale Folkepartiet";0
"1856 Røst";"Det nye Folkepartiet (1973-1977)";0
"1856 Røst";"Det Politiske Parti";0
"1856 Røst";"Ensliges parti";0
"1856 Røst";"Fedrelandspartiet";0
"1856 Røst";"Felles framtid";0
"1856 Røst";"Folkeaksjonen Fremtid for Finnmark";0
"1856 Røst";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"1856 Røst";"Folkemakten";0
"1856 Røst";"Frie Folkevalgte";0
"1856 Røst";"Frihetspartiet";0
"1856 Røst";"Fylkeslistene for miljø og solidaritet";0
"1856 Røst";"Hjelp fremmedkulturelle hjem ellers ...";0
"1856 Røst";"Hvit Valgallianse";0
"1856 Røst";"Kristent konservativt parti";0
"1856 Røst";"Kristent Samlingsparti";0
"1856 Røst";"Kvinnenes frie folkevalgte";0
"1856 Røst";"Kystpartiet";0
"1856 Røst";"Naturlovpartiet";0
"1856 Røst";"Norges demokratiske parti";0
"1856 Røst";"Norges Kommunistiske Parti";0
"1856 Røst";"Norsk Folkeparti";0
"1856 Røst";"Norsk Sosialdemokratisk parti";0
"1856 Røst";"Partiet De Kristne";0
"1856 Røst";"Pensjonistpartiet";0
"1856 Røst";"Piratpartiet";0
"1856 Røst";"Rettferdighetspartiet";0
"1856 Røst";"Rød valgallianse (1973-2007)";0
"1856 Røst";"Samefolkets liste";0
"1856 Røst";"Samfunnspartiet";0
"1856 Røst";"Samlingspartiet (Ny Fremtid)";0
"1856 Røst";"Sogn og Fjordane fisker- og småbrukerparti";0
"1856 Røst";"Sosialdemokratene";0
"1856 Røst";"Sosialistisk Folkeparti (1961-1969)";0
"1856 Røst";"Sosialistisk Valgforbund (1973)";0
"1856 Røst";"Stopp Innvandringen";0
"1856 Røst";"Sykehus til Alta";0
"1856 Røst";"Tverrpolitisk kyst og distriktsparti";0
"1856 Røst";"Felleslister";0
"1856 Røst";"Fellesliste Venstre";0
"1856 Røst";"Fellesliste Bondepartiet";0
"1856 Røst";"Fellesliste Kristelig folkeparti";0
"1856 Røst";"Fellesliste Høyre";0
"1856 Røst";"Fellesliste Senterpartiet";0
"1856 Røst";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"1856 Røst";"Fellesliste Det nye Folkepartiet";0
"1856 Røst";"Borgerlige felleslister";0
"1856 Røst";"Lokale lister";215
"1856 Røst";"Andre lister";0
"1857 Værøy";"Arbeiderpartiet";0
"1857 Værøy";"Fremskrittspartiet";0
"1857 Værøy";"Høyre";0
"1857 Værøy";"Kristelig Folkeparti";49
"1857 Værøy";"Miljøpartiet de Grønne";0
"1857 Værøy";"Rødt";0
"1857 Værøy";"Senterpartiet";0
"1857 Værøy";"Sosialistisk Venstreparti";0
"1857 Værøy";"Venstre";0
"1857 Værøy";"Abort-motstandernes liste";0
"1857 Værøy";"Anders Langes parti (1973)";0
"1857 Værøy";"Barn/Eldre";0
"1857 Værøy";"Bondepartiet (-1959)";0
"1857 Værøy";"Demokratene i Norge";0
"1857 Værøy";"Det Liberale Folkepartiet";0
"1857 Værøy";"Det nye Folkepartiet (1973-1977)";0
"1857 Værøy";"Det Politiske Parti";0
"1857 Værøy";"Ensliges parti";0
"1857 Værøy";"Fedrelandspartiet";0
"1857 Værøy";"Felles framtid";0
"1857 Værøy";"Folkeaksjonen Fremtid for Finnmark";0
"1857 Værøy";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"1857 Værøy";"Folkemakten";0
"1857 Værøy";"Frie Folkevalgte";0
"1857 Værøy";"Frihetspartiet";0
"1857 Værøy";"Fylkeslistene for miljø og solidaritet";0
"1857 Værøy";"Hjelp fremmedkulturelle hjem ellers ...";0
"1857 Værøy";"Hvit Valgallianse";0
"1857 Værøy";"Kristent konservativt parti";0
"1857 Værøy";"Kristent Samlingsparti";0
"1857 Værøy";"Kvinnenes frie folkevalgte";0
"1857 Værøy";"Kystpartiet";0
"1857 Værøy";"Naturlovpartiet";0
"1857 Værøy";"Norges demokratiske parti";0
"1857 Værøy";"Norges Kommunistiske Parti";0
"1857 Værøy";"Norsk Folkeparti";0
"1857 Værøy";"Norsk Sosialdemokratisk parti";0
"1857 Værøy";"Partiet De Kristne";0
"1857 Værøy";"Pensjonistpartiet";0
"1857 Værøy";"Piratpartiet";0
"1857 Værøy";"Rettferdighetspartiet";0
"1857 Værøy";"Rød valgallianse (1973-2007)";0
"1857 Værøy";"Samefolkets liste";0
"1857 Værøy";"Samfunnspartiet";0
"1857 Værøy";"Samlingspartiet (Ny Fremtid)";0
"1857 Værøy";"Sogn og Fjordane fisker- og småbrukerparti";0
"1857 Værøy";"Sosialdemokratene";0
"1857 Værøy";"Sosialistisk Folkeparti (1961-1969)";0
"1857 Værøy";"Sosialistisk Valgforbund (1973)";0
"1857 Værøy";"Stopp Innvandringen";0
"1857 Værøy";"Sykehus til Alta";0
"1857 Værøy";"Tverrpolitisk kyst og distriktsparti";0
"1857 Værøy";"Felleslister";120
"1857 Værøy";"Fellesliste Venstre";0
"1857 Værøy";"Fellesliste Bondepartiet";0
"1857 Værøy";"Fellesliste Kristelig folkeparti";0
"1857 Værøy";"Fellesliste Høyre";0
"1857 Værøy";"Fellesliste Senterpartiet";0
"1857 Værøy";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"1857 Værøy";"Fellesliste Det nye Folkepartiet";0
"1857 Værøy";"Borgerlige felleslister";0
"1857 Værøy";"Lokale lister";179
"1857 Værøy";"Andre lister";0
"1859 Flakstad";"Arbeiderpartiet";123
"1859 Flakstad";"Fremskrittspartiet";0
"1859 Flakstad";"Høyre";0
"1859 Flakstad";"Kristelig Folkeparti";0
"1859 Flakstad";"Miljøpartiet de Grønne";0
"1859 Flakstad";"Rødt";0
"1859 Flakstad";"Senterpartiet";188
"1859 Flakstad";"Sosialistisk Venstreparti";63
"1859 Flakstad";"Venstre";0
"1859 Flakstad";"Abort-motstandernes liste";0
"1859 Flakstad";"Anders Langes parti (1973)";0
"1859 Flakstad";"Barn/Eldre";0
"1859 Flakstad";"Bondepartiet (-1959)";0
"1859 Flakstad";"Demokratene i Norge";0
"1859 Flakstad";"Det Liberale Folkepartiet";0
"1859 Flakstad";"Det nye Folkepartiet (1973-1977)";0
"1859 Flakstad";"Det Politiske Parti";0
"1859 Flakstad";"Ensliges parti";0
"1859 Flakstad";"Fedrelandspartiet";0
"1859 Flakstad";"Felles framtid";0
"1859 Flakstad";"Folkeaksjonen Fremtid for Finnmark";0
"1859 Flakstad";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"1859 Flakstad";"Folkemakten";0
"1859 Flakstad";"Frie Folkevalgte";0
"1859 Flakstad";"Frihetspartiet";0
"1859 Flakstad";"Fylkeslistene for miljø og solidaritet";0
"1859 Flakstad";"Hjelp fremmedkulturelle hjem ellers ...";0
"1859 Flakstad";"Hvit Valgallianse";0
"1859 Flakstad";"Kristent konservativt parti";0
"1859 Flakstad";"Kristent Samlingsparti";0
"1859 Flakstad";"Kvinnenes frie folkevalgte";0
"1859 Flakstad";"Kystpartiet";0
"1859 Flakstad";"Naturlovpartiet";0
"1859 Flakstad";"Norges demokratiske parti";0
"1859 Flakstad";"Norges Kommunistiske Parti";0
"1859 Flakstad";"Norsk Folkeparti";0
"1859 Flakstad";"Norsk Sosialdemokratisk parti";0
"1859 Flakstad";"Partiet De Kristne";0
"1859 Flakstad";"Pensjonistpartiet";0
"1859 Flakstad";"Piratpartiet";0
"1859 Flakstad";"Rettferdighetspartiet";0
"1859 Flakstad";"Rød valgallianse (1973-2007)";0
"1859 Flakstad";"Samefolkets liste";0
"1859 Flakstad";"Samfunnspartiet";0
"1859 Flakstad";"Samlingspartiet (Ny Fremtid)";0
"1859 Flakstad";"Sogn og Fjordane fisker- og småbrukerparti";0
"1859 Flakstad";"Sosialdemokratene";0
"1859 Flakstad";"Sosialistisk Folkeparti (1961-1969)";0
"1859 Flakstad";"Sosialistisk Valgforbund (1973)";0
"1859 Flakstad";"Stopp Innvandringen";0
"1859 Flakstad";"Sykehus til Alta";0
"1859 Flakstad";"Tverrpolitisk kyst og distriktsparti";0
"1859 Flakstad";"Felleslister";0
"1859 Flakstad";"Fellesliste Venstre";0
"1859 Flakstad";"Fellesliste Bondepartiet";0
"1859 Flakstad";"Fellesliste Kristelig folkeparti";0
"1859 Flakstad";"Fellesliste Høyre";0
"1859 Flakstad";"Fellesliste Senterpartiet";0
"1859 Flakstad";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"1859 Flakstad";"Fellesliste Det nye Folkepartiet";0
"1859 Flakstad";"Borgerlige felleslister";0
"1859 Flakstad";"Lokale lister";206
"1859 Flakstad";"Andre lister";0
"1860 Vestvågøy";"Arbeiderpartiet";1006
"1860 Vestvågøy";"Fremskrittspartiet";1170
"1860 Vestvågøy";"Høyre";1035
"1860 Vestvågøy";"Kristelig Folkeparti";326
"1860 Vestvågøy";"Miljøpartiet de Grønne";152
"1860 Vestvågøy";"Rødt";161
"1860 Vestvågøy";"Senterpartiet";494
"1860 Vestvågøy";"Sosialistisk Venstreparti";334
"1860 Vestvågøy";"Venstre";108
"1860 Vestvågøy";"Abort-motstandernes liste";0
"1860 Vestvågøy";"Anders Langes parti (1973)";0
"1860 Vestvågøy";"Barn/Eldre";0
"1860 Vestvågøy";"Bondepartiet (-1959)";0
"1860 Vestvågøy";"Demokratene i Norge";0
"1860 Vestvågøy";"Det Liberale Folkepartiet";0
"1860 Vestvågøy";"Det nye Folkepartiet (1973-1977)";0
"1860 Vestvågøy";"Det Politiske Parti";0
"1860 Vestvågøy";"Ensliges parti";0
"1860 Vestvågøy";"Fedrelandspartiet";0
"1860 Vestvågøy";"Felles framtid";0
"1860 Vestvågøy";"Folkeaksjonen Fremtid for Finnmark";0
"1860 Vestvågøy";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"1860 Vestvågøy";"Folkemakten";0
"1860 Vestvågøy";"Frie Folkevalgte";0
"1860 Vestvågøy";"Frihetspartiet";0
"1860 Vestvågøy";"Fylkeslistene for miljø og solidaritet";0
"1860 Vestvågøy";"Hjelp fremmedkulturelle hjem ellers ...";0
"1860 Vestvågøy";"Hvit Valgallianse";0
"1860 Vestvågøy";"Kristent konservativt parti";0
"1860 Vestvågøy";"Kristent Samlingsparti";0
"1860 Vestvågøy";"Kvinnenes frie folkevalgte";0
"1860 Vestvågøy";"Kystpartiet";0
"1860 Vestvågøy";"Naturlovpartiet";0
"1860 Vestvågøy";"Norges demokratiske parti";0
"1860 Vestvågøy";"Norges Kommunistiske Parti";0
"1860 Vestvågøy";"Norsk Folkeparti";0
"1860 Vestvågøy";"Norsk Sosialdemokratisk parti";0
"1860 Vestvågøy";"Partiet De Kristne";0
"1860 Vestvågøy";"Pensjonistpartiet";0
"1860 Vestvågøy";"Piratpartiet";0
"1860 Vestvågøy";"Rettferdighetspartiet";0
"1860 Vestvågøy";"Rød valgallianse (1973-2007)";0
"1860 Vestvågøy";"Samefolkets liste";0
"1860 Vestvågøy";"Samfunnspartiet";0
"1860 Vestvågøy";"Samlingspartiet (Ny Fremtid)";0
"1860 Vestvågøy";"Sogn og Fjordane fisker- og småbrukerparti";0
"1860 Vestvågøy";"Sosialdemokratene";0
"1860 Vestvågøy";"Sosialistisk Folkeparti (1961-1969)";0
"1860 Vestvågøy";"Sosialistisk Valgforbund (1973)";0
"1860 Vestvågøy";"Stopp Innvandringen";0
"1860 Vestvågøy";"Sykehus til Alta";0
"1860 Vestvågøy";"Tverrpolitisk kyst og distriktsparti";0
"1860 Vestvågøy";"Felleslister";0
"1860 Vestvågøy";"Fellesliste Venstre";0
"1860 Vestvågøy";"Fellesliste Bondepartiet";0
"1860 Vestvågøy";"Fellesliste Kristelig folkeparti";0
"1860 Vestvågøy";"Fellesliste Høyre";0
"1860 Vestvågøy";"Fellesliste Senterpartiet";0
"1860 Vestvågøy";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"1860 Vestvågøy";"Fellesliste Det nye Folkepartiet";0
"1860 Vestvågøy";"Borgerlige felleslister";0
"1860 Vestvågøy";"Lokale lister";0
"1860 Vestvågøy";"Andre lister";253
"1865 Vågan";"Arbeiderpartiet";748
"1865 Vågan";"Fremskrittspartiet";386
"1865 Vågan";"Høyre";1312
"1865 Vågan";"Kristelig Folkeparti";0
"1865 Vågan";"Miljøpartiet de Grønne";180
"1865 Vågan";"Rødt";269
"1865 Vågan";"Senterpartiet";494
"1865 Vågan";"Sosialistisk Venstreparti";425
"1865 Vågan";"Venstre";289
"1865 Vågan";"Abort-motstandernes liste";0
"1865 Vågan";"Anders Langes parti (1973)";0
"1865 Vågan";"Barn/Eldre";0
"1865 Vågan";"Bondepartiet (-1959)";0
"1865 Vågan";"Demokratene i Norge";0
"1865 Vågan";"Det Liberale Folkepartiet";0
"1865 Vågan";"Det nye Folkepartiet (1973-1977)";0
"1865 Vågan";"Det Politiske Parti";0
"1865 Vågan";"Ensliges parti";0
"1865 Vågan";"Fedrelandspartiet";0
"1865 Vågan";"Felles framtid";0
"1865 Vågan";"Folkeaksjonen Fremtid for Finnmark";0
"1865 Vågan";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"1865 Vågan";"Folkemakten";0
"1865 Vågan";"Frie Folkevalgte";0
"1865 Vågan";"Frihetspartiet";0
"1865 Vågan";"Fylkeslistene for miljø og solidaritet";0
"1865 Vågan";"Hjelp fremmedkulturelle hjem ellers ...";0
"1865 Vågan";"Hvit Valgallianse";0
"1865 Vågan";"Kristent konservativt parti";0
"1865 Vågan";"Kristent Samlingsparti";0
"1865 Vågan";"Kvinnenes frie folkevalgte";0
"1865 Vågan";"Kystpartiet";0
"1865 Vågan";"Naturlovpartiet";0
"1865 Vågan";"Norges demokratiske parti";0
"1865 Vågan";"Norges Kommunistiske Parti";0
"1865 Vågan";"Norsk Folkeparti";0
"1865 Vågan";"Norsk Sosialdemokratisk parti";0
"1865 Vågan";"Partiet De Kristne";0
"1865 Vågan";"Pensjonistpartiet";0
"1865 Vågan";"Piratpartiet";0
"1865 Vågan";"Rettferdighetspartiet";0
"1865 Vågan";"Rød valgallianse (1973-2007)";0
"1865 Vågan";"Samefolkets liste";0
"1865 Vågan";"Samfunnspartiet";0
"1865 Vågan";"Samlingspartiet (Ny Fremtid)";0
"1865 Vågan";"Sogn og Fjordane fisker- og småbrukerparti";0
"1865 Vågan";"Sosialdemokratene";0
"1865 Vågan";"Sosialistisk Folkeparti (1961-1969)";0
"1865 Vågan";"Sosialistisk Valgforbund (1973)";0
"1865 Vågan";"Stopp Innvandringen";0
"1865 Vågan";"Sykehus til Alta";0
"1865 Vågan";"Tverrpolitisk kyst og distriktsparti";0
"1865 Vågan";"Felleslister";0
"1865 Vågan";"Fellesliste Venstre";0
"1865 Vågan";"Fellesliste Bondepartiet";0
"1865 Vågan";"Fellesliste Kristelig folkeparti";0
"1865 Vågan";"Fellesliste Høyre";0
"1865 Vågan";"Fellesliste Senterpartiet";0
"1865 Vågan";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"1865 Vågan";"Fellesliste Det nye Folkepartiet";0
"1865 Vågan";"Borgerlige felleslister";0
"1865 Vågan";"Lokale lister";0
"1865 Vågan";"Andre lister";76
"1866 Hadsel";"Arbeiderpartiet";453
"1866 Hadsel";"Fremskrittspartiet";212
"1866 Hadsel";"Høyre";705
"1866 Hadsel";"Kristelig Folkeparti";0
"1866 Hadsel";"Miljøpartiet de Grønne";102
"1866 Hadsel";"Rødt";187
"1866 Hadsel";"Senterpartiet";487
"1866 Hadsel";"Sosialistisk Venstreparti";282
"1866 Hadsel";"Venstre";493
"1866 Hadsel";"Abort-motstandernes liste";0
"1866 Hadsel";"Anders Langes parti (1973)";0
"1866 Hadsel";"Barn/Eldre";0
"1866 Hadsel";"Bondepartiet (-1959)";0
"1866 Hadsel";"Demokratene i Norge";0
"1866 Hadsel";"Det Liberale Folkepartiet";0
"1866 Hadsel";"Det nye Folkepartiet (1973-1977)";0
"1866 Hadsel";"Det Politiske Parti";0
"1866 Hadsel";"Ensliges parti";0
"1866 Hadsel";"Fedrelandspartiet";0
"1866 Hadsel";"Felles framtid";0
"1866 Hadsel";"Folkeaksjonen Fremtid for Finnmark";0
"1866 Hadsel";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"1866 Hadsel";"Folkemakten";0
"1866 Hadsel";"Frie Folkevalgte";0
"1866 Hadsel";"Frihetspartiet";0
"1866 Hadsel";"Fylkeslistene for miljø og solidaritet";0
"1866 Hadsel";"Hjelp fremmedkulturelle hjem ellers ...";0
"1866 Hadsel";"Hvit Valgallianse";0
"1866 Hadsel";"Kristent konservativt parti";0
"1866 Hadsel";"Kristent Samlingsparti";0
"1866 Hadsel";"Kvinnenes frie folkevalgte";0
"1866 Hadsel";"Kystpartiet";0
"1866 Hadsel";"Naturlovpartiet";0
"1866 Hadsel";"Norges demokratiske parti";0
"1866 Hadsel";"Norges Kommunistiske Parti";0
"1866 Hadsel";"Norsk Folkeparti";0
"1866 Hadsel";"Norsk Sosialdemokratisk parti";0
"1866 Hadsel";"Partiet De Kristne";0
"1866 Hadsel";"Pensjonistpartiet";0
"1866 Hadsel";"Piratpartiet";0
